isbn13,title,authors,categories,thumbnail,yearPublished,averageRating
9780739423851,Wizard's Castle,Diana Wynne Jones,Fantasy,http://books.google.com/books/content?id=hB7hAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.44
9780739427361,A Tolkien Miscellany,John Ronald Reuel Tolkien,"Fantasy fiction, English",,2002,4.11
9780739432174,The Abhorsen Trilogy,Garth Nix,"Fantasy fiction, American",,2003,4.66
9780739432976,The complete guide to Middle-earth,Robert Foster,Literary Criticism,http://books.google.com/books/content?id=-B0J1LGgTaoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1971,4.17
9780739439708,Time Quartet,Madeleine L'Engle,Science fiction,,2003,4.35
9780739444054,The Foundation Trilogy,Isaac Asimov,Science fiction,,2004,4.4
9780739447345,The Christmas Thief,Mary Higgins Clark,Christmas stories,http://books.google.com/books/content?id=onvZ9JEL5GEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.61
9780739449073,Night fall,Nelson DeMille,Fiction,http://books.google.com/books/content?id=CTwObLsDoisC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.09
9780739456903,The Sundering,Jacqueline Carey,Brothers,http://books.google.com/books/content?id=Ch1xDZ-VzMUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.82
9780739461198,Marley and me : love and life with the world's worst dog,John Grogan,Labrador retriever,http://books.google.com/books/content?id=IDUYoCOVRx8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.13
9780739469057,Twelve sharp,Janet Evanovich,Bail bond agents,http://books.google.com/books/content?id=AOjulIMfBeMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.14
9780739844328,Bill Gates,Sara Barton-Wood,Juvenile Nonfiction,http://books.google.com/books/content?id=Fr814OOgLHsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,5
9780740720123,Another Day in Paradise,Jim Toomey,Humor,http://books.google.com/books/content?id=yaMEEFASNPcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,4.34
9780740721359,Calvin and Hobbes: Sunday Pages 1985-1995,Bill Watterson,Comics & Graphic Novels,http://books.google.com/books/content?id=3-7lJJFjDnAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,4.71
9780740721946,Another Day in Cubicle Paradise,Scott Adams,Humor,http://books.google.com/books/content?id=tHCkvtdDcLoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.99
9780740748479,The Complete Calvin and Hobbes,Bill Watterson,Comics & Graphic Novels,http://books.google.com/books/content?id=wmjG5g4Yx7gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.82
9780742529786,Chomsky on Miseducation,Noam Chomsky,Education,http://books.google.com/books/content?id=5tI8-zT5IGEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.77
9780743202411,A Primate's Memoir,Robert M. Sapolsky,Nature,http://books.google.com/books/content?id=90IilQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.35
9780743202558,"New Jewish Wedding, Revised",Anita Diamant,Reference,http://books.google.com/books/content?id=cTD6AAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.96
9780743203043,Bowling Alone,Robert D. Putnam,History,http://books.google.com/books/content?id=rd2ibodep7UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.79
9780743203319,The Blackwater Lightship,Colm Toibin,Fiction,http://books.google.com/books/content?id=V9rUaWjCelwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.86
9780743203586,The Most Of P.G. Wodehouse,P.G. Wodehouse,Fiction,http://books.google.com/books/content?id=-4jKL9zk9KIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,4.49
9780743203593,"How Right You Are, Jeeves",P.G. Wodehouse,Fiction,http://books.google.com/books/content?id=SbpOU7kDNusC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,4.17
9780743203623,Jeeves And The Tie That Binds,P.G. Wodehouse,Fiction,http://books.google.com/books/content?id=yqHynP2B1VIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,4.23
9780743203968,The Body Artist,Don DeLillo,Fiction,http://books.google.com/books/content?id=PQdaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.24
9780743210768,Sarah Ban Breathnach's Mrs. Sharp's Traditions,Sarah Ban Breathnach,Family & Relationships,http://books.google.com/books/content?id=YpAHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.07
9780743211482,Not Much Fun,Stuart Y. Silverstein,Biography & Autobiography,http://books.google.com/books/content?id=7ShGLd882uEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,4.18
9780743211994,An Hour Before Daylight,Jimmy Carter,Biography & Autobiography,http://books.google.com/books/content?id=ZuPhhI0-KoAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.89
9780743219570,Cover Her Face,P.D. James,Fiction,http://books.google.com/books/content?id=oaIv9NpNXBIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.94
9780743222044,Drugs and Crime Deviant Pathways,C������ndido da Agra;Serge Brochu;Marie-Marthe Cousi,Criminal behavior,,2002,3.83
9780743222051,The Skull Beneath the Skin,P. D. James,Fiction,http://books.google.com/books/content?id=i1JsQmfSsxQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1982,3.8
9780743222983,Authentic Happiness,Martin E. P. Seligman,Psychology,http://books.google.com/books/content?id=CM9tBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.95
9780743223133,John Adams,David McCullough,Biography & Autobiography,http://books.google.com/books/content?id=mtBkcldvD3cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.06
9780743223850,Yanks,John Eisenhower,History,http://books.google.com/books/content?id=4UjYAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.69
9780743225083,Man and Boy,Tony Parsons,Fiction,http://books.google.com/books/content?id=pM0UuyMT0sUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.56
9780743226721,Seventeen Seventy-six,David McCullough,Biography & Autobiography,http://books.google.com/books/content?id=R1Jk-A4R5AYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.07
9780743227193,President Nixon,Richard Reeves,Biography & Autobiography,http://books.google.com/books/content?id=ajLBlZwwB0IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.96
9780743227445,The Other Boleyn Girl,Philippa Gregory,Fiction,http://books.google.com/books/content?id=mx8-sy_e6r8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.05
9780743231534,Shampoo Planet,Douglas Coupland,Fiction,http://books.google.com/books/content?id=j5apPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.5
9780743233217,Them,Jon Ronson,Political Science,http://books.google.com/books/content?id=ArxxlAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.95
9780743235655,Shout!,Philip Norman,Biography & Autobiography,http://books.google.com/books/content?id=l2I0twz__BIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.03
9780743236140,Man and Wife,Tony Parsons,Fiction,http://books.google.com/books/content?id=GFupHDzCyh4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.48
9780743243780,Teacher Man,Frank McCourt,Biography & Autobiography,http://books.google.com/books/content?id=YhgcwJ1L-s0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.75
9780743243803,The Partly Cloudy Patriot,Sarah Vowell,History,http://books.google.com/books/content?id=eDpc5fbo8vkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.88
9780743243827,Will You Miss Me When I'm Gone?,Mark Zwonitzer;Charles Hirshberg,Biography & Autobiography,http://books.google.com/books/content?id=qTdns8tiSqUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,4.27
9780743244251,Cosmopolis,Don DeLillo,Fiction,http://books.google.com/books/content?id=4_ocfLBdl2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.22
9780743244589,Chronicles,Bob Dylan,Biography & Autobiography,http://books.google.com/books/content?id=KUqouQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.98
9780743245920,The Boat of Dreams,Richard Preston,Fiction,http://books.google.com/books/content?id=KaAyuAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.31
9780743247542,The Glass Castle,Jeannette Walls,Biography & Autobiography,http://books.google.com/books/content?id=V8kznwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.26
9780743249294,Wideacre,Philippa Gregory,Fiction,http://books.google.com/books/content?id=RAWLDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.3
9780743249300,The Favored Child,Philippa Gregory,Fiction,http://books.google.com/books/content?id=Hla-lAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.61
9780743250412,The Master,Colm Toibin,Fiction,http://books.google.com/books/content?id=1G9xAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,3.83
9780743250443,Generation of Swine,Hunter S. Thompson,Biography & Autobiography,http://books.google.com/books/content?id=hysRM1imbJ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.77
9780743250450,The Great Shark Hunt,Hunter S. Thompson,Biography & Autobiography,http://books.google.com/books/content?id=tESC9BnR85cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.08
9780743250979,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,Self-Help,http://books.google.com/books/content?id=-Evbj5_0DcQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.22
9780743252218,Sea of Thunder,Evan Thomas,History,http://books.google.com/books/content?id=je8dswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.11
9780743253970,A Separate Peace,John Knowles,Fiction,http://books.google.com/books/content?id=MXodmuKR7vYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.57
9780743255486,Plan of Attack,Bob Woodward,Political Science,http://books.google.com/books/content?id=4YPgJAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.67
9780743255783,Frankenstein,Mary Wollstonecraft Shelley,Fiction,http://books.google.com/books/content?id=OB6cYGw12UAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.78
9780743255813,The Scarpetta Collection Volume II,Patricia Cornwell,Fiction,,2003,4.15
9780743255905,The Trial of Queen Caroline,Jane Robins,Biography & Autobiography,http://books.google.com/books/content?id=-c6W2dDkrLwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.37
9780743258074,Benjamin Franklin,Walter Isaacson,Biography & Autobiography,http://books.google.com/books/content?id=L64OOJGaCKIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.99
9780743260947,The Sleeping Doll,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=jtYeoK0ym14C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2007,3.93
9780743261982,Liars and Saints,Maile Meloy,Fiction,http://books.google.com/books/content?id=lgcngkRJnhsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.59
9780743262170,"Cry, the Beloved Country",Alan Paton,Fiction,http://books.google.com/books/content?id=dSJ8gNyS-NMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,3.89
9780743264730,Einstein,Walter Isaacson,Biography & Autobiography,http://books.google.com/books/content?id=IMtGnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,4.1
9780743264914,I Heard that Song Before,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=ujiZgSMzIBYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.82
9780743267748,I'm Too Young To Be Seventy,Judith Viorst,Humor,http://books.google.com/books/content?id=SuPUwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.94
9780743269261,The Virgin's Lover,Philippa Gregory,Fiction,http://books.google.com/books/content?id=tc-nDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,3.7
9780743269513,The 7 Habits of Highly Effective People,Stephen R. Covey,Self-Help,http://books.google.com/books/content?id=NWN2xAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.09
9780743270205,The Organized Student,Donna Goldberg,Family & Relationships,http://books.google.com/books/content?id=g0c9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.84
9780743270755,Team of Rivals,Doris Kearns Goodwin,Biography & Autobiography,http://books.google.com/books/content?id=ONhhui9SRsMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.28
9780743270793,Untouchables,Narendra Jadhav,Biography & Autobiography,http://books.google.com/books/content?id=k9hfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.82
9780743271325,Brokeback Mountain,Annie Proulx,Fiction,http://books.google.com/books/content?id=tO5UnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.94
9780743272094,Love Smart,Dr. Phil McGraw,Family & Relationships,http://books.google.com/books/content?id=v96amVzqanwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,3.55
9780743272490,The Constant Princess,Philippa Gregory,Fiction,http://books.google.com/books/content?id=T8nmrTAg1A8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.89
9780743272506,The Boleyn Inheritance,Philippa Gregory,Fiction,http://books.google.com/books/content?id=caWnfWM77oIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.86
9780743272537,Virgin Earth,Philippa Gregory,Fiction,http://books.google.com/books/content?id=ZJeA9rj26a8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.61
9780743272773,How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,Self-Help,http://books.google.com/books/content?id=eIc2lQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.9
9780743272933,The Good Earth,Pearl S. Buck,Fiction,http://books.google.com/books/content?id=U6OgdLXPwvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.98
9780743273053,Love-Lies-Bleeding,Don DeLillo,Euthanasia,http://books.google.com/books/content?id=olPfiFnF2dAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,
9780743275033,The Coffin Dancer,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=0CB5qeg08gAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.17
9780743281591,Diary of a Mistress,Miasha,Fiction,http://books.google.com/books/content?id=XFtxvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.35
9780743284288,Female Chauvinist Pigs,Ariel Levy,Social Science,http://books.google.com/books/content?id=IubF3WamjDYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.68
9780743284790,Persian Mirrors,Elaine Sciolino,History,http://books.google.com/books/content?id=Nop3PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.82
9780743284882,Chuck Klosterman IV,Chuck Klosterman,Biography & Autobiography,http://books.google.com/books/content?id=z8Zb3BwcviMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.85
9780743286978,Kissinger,Walter Isaacson,Biography & Autobiography,http://books.google.com/books/content?id=1ouw7wxedwQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,3.94
9780743289412,Lisey's Story,Stephen King,Fiction,http://books.google.com/books/content?id=QF82jtAaC4MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.67
9780743292498,True Evil,Greg Iles,Fiction,http://books.google.com/books/content?id=BDksxCLvFIsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.08
9780743292542,You On A Diet,M. D. Roizen (Michael F.);Michael F. Roizen,Reducing diets,http://books.google.com/books/content?id=4wRJwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.65
9780743296168,The Good House,Tananarive Due,Fiction,http://books.google.com/books/content?id=62tLnSyQLTAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.93
9780743297264,Does Anything Eat Wasps?,New Scientist,Humor,http://books.google.com/books/content?id=UII7PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.51
9780743297301,The SPEED of Trust,Stephen R. Covey;Rebecca R. Merrill,Business & Economics,http://books.google.com/books/content?id=nQZnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.98
9780743297318,"Look Homeward, Angel",Thomas Wolfe,Fiction,http://books.google.com/books/content?id=koSYQSSCjKwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.94
9780743406567,Fargo Rock City,Chuck Klosterman,Music,http://books.google.com/books/content?id=AhhOOYzmcPsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.8
9780743409155,Eye of the Storm,Virginia C. Andrews,Partition of decedents' estates,http://books.google.com/books/content?id=sYS6HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.82
9780743410588,Like Shaking Hands With God,Kurt Vonnegut Jr.;Lee Stringer,Biography & Autobiography,http://books.google.com/books/content?id=BlX-WELO5u8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,3.72
9780743412629,The Second Time Around,Mary Higgins Clark,Fiction,http://books.google.com/books/content?id=6en6XMXSLOgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,3.75
9780743414920,The Voyage of the Jerle Shannara,Terry Brooks,,http://books.google.com/books/content?id=3nmHAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.96
9780743417341,The Inhuman Condition,Clive Barker,Fiction,http://books.google.com/books/content?id=RaMMCIm7BQ0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.97
9780743417518,Star Trek Voyager Companion,Paul Ruditis,Fiction,http://books.google.com/books/content?id=oEPl84FQpxgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.95
9780743418133,Deck the Halls,Mary Higgins Clark;Carol Higgins Clark,Fiction,http://books.google.com/books/content?id=hdF6HTBvK30C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.61
9780743418263,Music & Silence,Rose Tremain,Fiction,http://books.google.com/books/content?id=1MwkLA1GrtgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.95
9780743418713,Salem Falls,Jodi Picoult,Fiction,http://books.google.com/books/content?id=AntrxtyyJ0cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.81
9780743418720,Perfect Match,Jodi Picoult,Fiction,http://books.google.com/books/content?id=pss0rZQUF08C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.94
