isbn13,title,authors,categories,thumbnail,yearPublished,averageRating
9780684873213,Screwjack,Hunter S. Thompson,Fiction,http://books.google.com/books/content?id=ncxfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.57
9780687002825,Exclusion and Embrace,Miroslav Volf,Religion,http://books.google.com/books/content?id=Cqto7sVhTS8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1996,4.27
9780688003470,The Merlin Trilogy,Mary Stewart,Fiction,http://books.google.com/books/content?id=oVI0VKDbhZYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1980,4.39
9780688023720,Karate is a Thing of the Spirit,Harry Crews,Fiction,,1983,3.84
9780688039691,Leadership and the One Minute Manager,Ken Blanchard;Patricia Zigarmi;Drea Zigarmi,Business & Economics,http://books.google.com/books/content?id=a_k3uwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.97
9780688052300,Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Essentialism (Philosophy),http://books.google.com/books/content?id=jOGwxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1984,3.77
9780688085872,A Short History of World War II,James L. Stokesbury,History,http://books.google.com/books/content?id=uDBhlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1980,3.93
9780688090258,Worlds enough and time,Joe Haldeman;Joe W. Haldeman,Fiction,http://books.google.com/books/content?id=6HMhAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.7
9780688093686,The first man in Rome,Colleen McCullough,Fiction,http://books.google.com/books/content?id=kMRmPpDKdUgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,4.1
9780688094553,Ten Days to Self-Esteem,David D. Burns,Self-Help,http://books.google.com/books/content?id=vvPNyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.97
9780688095130,Korean Short History,James L. Stokesbury,History,http://books.google.com/books/content?id=2R2FlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,3.65
9780688140717,Trapped in T Mirror,Elan Golomb,Family & Relationships,http://books.google.com/books/content?id=40J1X4UypE4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,3.82
9780688143886,"Julius, the Baby of the World",Kevin Henkes,Juvenile Fiction,http://books.google.com/books/content?id=Tm0QqnrL-MIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,4.27
9780688143923,The Twelve Dancing Princesses,Marianna Mayer,Juvenile Fiction,http://books.google.com/books/content?id=03BIrNldt1YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.32
9780688149895,Love Poems,Nikki Giovanni,Poetry,http://books.google.com/books/content?id=rY3IlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.27
9780688151324,Behind a Mask,Louisa May Alcott,Fiction,http://books.google.com/books/content?id=Hi0dRWdAhq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.76
9780688152024,NYC Ballet Workout,Peter Martins,Health & Fitness,http://books.google.com/books/content?id=eB47sy06bEcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4
9780688153878,Kevin Trudeau's Mega Memory,Kevin Trudeau,Self-Help,http://books.google.com/books/content?id=nI4pXULkI6UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,3.51
9780688154721,Chester's Way,Kevin Henkes,Juvenile Fiction,http://books.google.com/books/content?id=FFUb6SyP8dEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.22
9780688166250,The Purpose of Your Life,Carol Adrienne,"Body, Mind & Spirit",http://books.google.com/books/content?id=J_DExV9GGmAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.75
9780688171629,Naked Pictures of Famous People,Jon Stewart,Humor,http://books.google.com/books/content?id=Y3mpejO-RDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.59
9780688172176,Phantoms in the Brain,V. S. Ramachandran,Medical,http://books.google.com/books/content?id=TMnuNquN2RgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.25
9780688172244,The Lost Tomb,Kent R. Weeks,Social Science,http://books.google.com/books/content?id=wbcRHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.07
9780689707490,Cloudy With a Chance of Meatballs,Judi Barrett,Juvenile Fiction,http://books.google.com/books/content?id=fQU6UrNfe4MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1982,4.16
9780689716041,The Bears on Hemlock Mountain,Alice Dalgliesh,Juvenile Fiction,http://books.google.com/books/content?id=2gt4hQwGJOcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1992,3.78
9780689718762,The Fourth of July Story,Alice Dalgliesh,Juvenile Nonfiction,http://books.google.com/books/content?id=_gaVAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1995,4
9780689802171,My Name Is Maria Isabel,Alma Flor Ada;Ana M. Cerro,Juvenile Fiction,http://books.google.com/books/content?id=HntuDZ95FnwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1995,3.88
9780689822841,Hitty Her First Hundred Years,Rachel Field,Juvenile Fiction,http://books.google.com/books/content?id=tyLHV3_ov0kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.85
9780689823824,A Child's Garden of Verses,Robert Louis Stevenson,Juvenile Fiction,http://books.google.com/books/content?id=luTZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.3
9780689833762,Sad Underwear and Other Complications,Judith Viorst,Juvenile Nonfiction,http://books.google.com/books/content?id=e-sEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.87
9780689834196,Salt in His Shoes,Deloris Jordan;Roslyn M. Jordan,Juvenile Nonfiction,http://books.google.com/books/content?id=hYzQwk3rU24C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.21
9780689835612,Where Is Baby's Mommy?,Karen Katz,Juvenile Nonfiction,,2001,4.15
9780689837180,Poppy,Avi,Children's stories,http://books.google.com/books/content?id=8oSYPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.96
9780689840333,Silver on the Tree,Susan Cooper,Juvenile Fiction,http://books.google.com/books/content?id=N5E_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.15
9780689845369,The Tombs of Atuan,Ursula K. Le Guin,Fiction,http://books.google.com/books/content?id=Y8e_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,4.09
9780689846175,"Sagwa, The Chinese Siamese Cat",Amy Tan,Juvenile Fiction,http://books.google.com/books/content?id=HBe-WlRiTZwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.02
9780689848827,The Storm,Cynthia Rylant,Juvenile Fiction,http://books.google.com/books/content?id=u_ZPY9VBJA8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.18
9780689849121,Voting Rights Days,Ellen Weiss,Juvenile Fiction,http://books.google.com/books/content?id=ZjagAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.3
9780689849251,Counting Christmas,Karen Katz,Juvenile Fiction,http://books.google.com/books/content?id=4f_TAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,3.56
9780689851131,Who Wants a Cheap Rhinoceros?,Shel Silverstein,Juvenile Fiction,http://books.google.com/books/content?id=70LqAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.96
9780689851902,"What a Scare, Jesse Bear",Nancy White Carlstrom,Juvenile Fiction,http://books.google.com/books/content?id=VGgCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2012,3.47
9780689852237,The House of the Scorpion,Nancy Farmer,Young Adult Fiction,http://books.google.com/books/content?id=2gtCtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.1
9780689860065,Dragondrums,Anne McCaffrey,Juvenile Fiction,http://books.google.com/books/content?id=sBbR4jhAJG8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.06
9780689860072,Dragonsinger,Anne McCaffrey,Juvenile Fiction,http://books.google.com/books/content?id=IiLlZh6U5tAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.28
9780689861130,"Moo, Baa, la la La!",Sandra Boynton,Animal sounds,http://books.google.com/books/content?id=Gz40AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.2
9780689862465,The Octopus,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,http://books.google.com/books/content?id=8B8-CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.16
9780689863110,The Eagle,Cynthia Rylant;Preston McDaniels,Juvenile Fiction,http://books.google.com/books/content?id=cxC9XoIu7sQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.08
9780689868016,Rash,Pete Hautman,Juvenile Fiction,http://books.google.com/books/content?id=JMRcoWAp_ewC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3.75
9780689868832,The Children's Homer,Padraic Colum,Juvenile Fiction,http://books.google.com/books/content?id=_ySymvznW8oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,3.89
9780689869037,Invisible,Pete Hautman,Juvenile Fiction,http://books.google.com/books/content?id=-uZWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.84
9780689869907,Beatrice's Goat,Page McBrier,Juvenile Nonfiction,http://books.google.com/books/content?id=4MNEDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,4.24
9780689870163,Michael's Golden Rules,Deloris Jordan;Michael Jordan,Juvenile Fiction,http://books.google.com/books/content?id=dwsUbrl_ub8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2007,3.95
9780689870408,Amelia's 6th-Grade Notebook,Marissa Moss,Juvenile Fiction,http://books.google.com/books/content?id=SpSMovFNmOwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.01
9780689873195,The Au Pairs,Melissa de la Cruz,Juvenile Fiction,http://books.google.com/books/content?id=ydhKP0xSPc4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.65
9780689874093,I Love Saturdays y domingos,Alma Flor Ada,Juvenile Fiction,http://books.google.com/books/content?id=7NgEbt2Ds5kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.03
9780689876707,Star Bright,Cathy Hapka,Juvenile Nonfiction,http://books.google.com/books/content?id=JPuiCfxaS8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,3.67
9780689878558,Alanna,Tamora Pierce,Juvenile Fiction,http://books.google.com/books/content?id=_uvOvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.27
9780689878589,The Woman Who Rides Like a Man,Tamora Pierce,Juvenile Fiction,http://books.google.com/books/content?id=fdhVGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.21
9780691008530,Soldiers of Destruction,Charles W. Sydnor,History,http://books.google.com/books/content?id=QYU4QJsUWLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1990,4
9780691013800,"Sounds, Feelings, Thoughts",Wis������awa Szymbo,Poetry,http://books.google.com/books/content?id=weA9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1981,4.33
9780691015972,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,Literary Criticism,http://books.google.com/books/content?id=ClJYo5FOFLIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1997,4.62
9780691017778,The Myth of the Eternal Return,Mircea Eliade,Social Science,http://books.google.com/books/content?id=sqI9AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1971,4.23
9780691019048,Eugene Onegin: Commentary and index,Aleksandr Sergeevich Pushkin,Literary Criticism,http://books.google.com/books/content?id=l00OTAOKbesC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1990,4.22
9780691019055,EUGENE ONEGIN - A NOVEL IN VERSE V.1,Aleksandr Sergeevich Pushkin,Literary Criticism,http://books.google.com/books/content?id=gNqtvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,4.22
9780691019406,The Essential Kierkegaard,S���������en������K,Philosophy,http://books.google.com/books/content?id=tCeOYFnTGR4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,4.18
9780691019581,A Source Book in Indian Philosophy,"Sarvepalli Radhakrishnan, Sir",Philosophy,http://books.google.com/books/content?id=6VKtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1957,4.11
9780691019628,Fear and Trembling,Soren Aabye Kierkegaard;S������ren Kierkeg,Christianity,,1954,4.1
9780691020167,Philosophy and the Mirror of Nature,Richard Rorty,Philosophy,http://books.google.com/books/content?id=cxYFw3NkPMoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1980,4
9780691020419,Kierkegaard's Writings,S������ren Kierkeg,,http://books.google.com/books/content?id=azb9xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1987,4.25
9780691020686,Images and Symbols,Mircea Eliade,Religion,http://books.google.com/books/content?id=zeE9DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1961,4.15
9780691024714,Vladimir Nabokov,Brian Boyd,Biography & Autobiography,http://books.google.com/books/content?id=C8lF4iqAgRQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1991,4.31
9780691027494,The Rise of Christianity,Rodney Stark,Religion,http://books.google.com/books/content?id=HcFSaGvgKKkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1996,4.04
9780691037387,Making Democracy Work,Robert D. Putnam;Robert Leonardi;Raffaella Nanetti,Political Science,http://books.google.com/books/content?id=6hpoGGrHH-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1993,3.83
9780691037790,Multiculturalism,Charles Taylor;Amy Gutmann,Philosophy,http://books.google.com/books/content?id=vjxwzLGTFJYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1994,3.81
9780691050843,The Nature of Space and Time,Stephen Hawking;Roger Penrose,Science,http://books.google.com/books/content?id=LstaQTXP65cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2000,4.09
9780691096100,The Essential John Nash,John Nash,Mathematics,http://books.google.com/books/content?id=_WGYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2007,3.92
9780691097183,The complete works of Aristotle,Aristoteles,"Philosophy, Ancient",,1985,4.43
9780691099507,The Complete Works of Aristotle,Aristotle,Philosophy,http://books.google.com/books/content?id=Z9FnyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1984,4.43
9780691102573,Hamlet in Purgatory,Stephen Greenblatt,Drama,http://books.google.com/books/content?id=G1d_Cq5Yfp8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,3.94
9780691102962,The Two-Mile Time Machine,Richard B. Alley,Science,http://books.google.com/books/content?id=oSEQG31t2tIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,3.99
9780691119427,Shamanism,Mircea Eliade,"Body, Mind & Spirit",http://books.google.com/books/content?id=OxCnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2004,4.22
9780691120522,Hegel's Preface to the Phenomenology of Spirit,Georg Wilhelm Friedrich Hegel;Yirmiyahu Yovel,Philosophy,http://books.google.com/books/content?id=woV2QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.04
9780691122946,On Bullshit,Harry G. Frankfurt,Philosophy,http://books.google.com/books/content?id=WBfnlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.57
9780694524754,The Chronicles of Narnia CD Box Set,C. S. Lewis,Juvenile Fiction,,2004,4.26
9780696211522,Second Home,,House & Home,http://books.google.com/books/content?id=PS0sY21SInsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.83
9780698112681,Sisters,Charles Higham,Biography & Autobiography,,1984,3.3
9780698115675,The Legend of the Poinsettia,,Juvenile Fiction,http://books.google.com/books/content?id=OrhFg2D3o-sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1997,4.19
9780698116412,Many Luscious Lollipops,Ruth Heller,Juvenile Nonfiction,http://books.google.com/books/content?id=1jgyPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,4.06
9780698117976,"Mine, All Mine",Ruth Heller,Juvenile Nonfiction,http://books.google.com/books/content?id=KHfYAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,4.07
9780698118751,Fantastic! Wow! and Unreal!,Ruth Heller,Juvenile Nonfiction,http://books.google.com/books/content?id=kzEsAgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.21
9780701137687,In Search of Lost Time,Marcel Proust,,,1992,4.14
9780701179793,The Risk of Darkness,Susan Hill,Detective and mystery stories,http://books.google.com/books/content?id=0eoukgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.95
9780704102477,The Egg and I,Betty MacDonald,Farm life,http://books.google.com/books/content?id=W3dGPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.93
9780706425611,The Time Machine,Herbert George Wells,"Science fiction, English",,1985,4.13
9780711983083,The Beatles years,Barry Miles;Keith Badman,Biography & Autobiography,http://books.google.com/books/content?id=_TBkf1ttNBYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.53
9780712607940,Ender's Game,Orson Scott Card,,,1985,4.3
9780712645621,The Mansion on the Hill,Fred Goodman,Music trade,http://books.google.com/books/content?id=eQevAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,3.93
9780713998788,The World is Flat,Thomas L. Friedman,Computer science,http://books.google.com/books/content?id=dT94QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.68
9780713998948,America,Jon Stewart;Ben Karlin;David Javerbaum,Democracy,http://books.google.com/books/content?id=IChOPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.02
9780714529035,Hooked,Pauline Kael,Motion pictures,http://books.google.com/books/content?id=z5uVPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,4.04
9780714530031,Alfred Hitchcock and the Making of Psycho,Stephen Rebello,Psycho (Motion picture : 1960),http://books.google.com/books/content?id=SxNfkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.9
9780714541105,"Collected Plays: As you desire me; Think it over, Giacomino!; This time it will be different; The imbecile",Luigi Pirandello,,,1987,3.92
9780715629949,Euripides,Pantelis Michelakis,Drama,http://books.google.com/books/content?id=km9iAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.02
9780715633991,The Egyptologist,Arthur Phillips,Americans,http://books.google.com/books/content?id=I_FyPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.27
9780716799566,Economics: European Edition,Paul Krugman;Robin Wells;Kathryn Graddy,Business & Economics,http://books.google.com/books/content?id=JgGyX4ocbjcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2007,3.95
9780718132385,Banker,Dick Francis,Fiction,http://books.google.com/books/content?id=SGj1A5voN78C&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.04
9780718144463,Sushi for Beginners,Marian Keyes,Business women,http://books.google.com/books/content?id=905hAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.69
9780718149291,Medicus and the Disappearing Dancing Girls,Ruth Downie,Detective and mystery stories,http://books.google.com/books/content?id=VIWeOAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3.73
9780719045783,Orientalism,John MacKenzie;John MacDonald MacKenzie,Art,http://books.google.com/books/content?id=Hwhwfod4rTEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,1995,2.95
9780719071157,A Farewell to Arms?,Michael Cox;Adrian Guelke;Fiona Stephen,History,http://books.google.com/books/content?id=G5wuwrmrdWoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,4.33
9780719566226,Maisie Dobbs,Jacqueline Winspear,Detective and mystery stories,http://books.google.com/books/content?id=ESS5HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.92
9780719566233,Birds of a Feather,Jacqueline Winspear,Children of the rich,,2005,3.96
9780720608724,Black Sugar,Jeremy Reed,"Erotic poetry, English",,1992,4.2
9780721601946,Robbins and Cotran Review of Pathology,Edward C. Klatt;Stanley Leonard Robbins;Vinay Kumar,Medical,http://books.google.com/books/content?id=nsWWQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.37
9780722533949,The Valkyries,Paulo Coelho,Angels,http://books.google.com/books/content?id=89VH5qQpmnoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,1996,3.31
9780722539019,How to Seduce Your Dream Man,Anna Maxted,Man-woman relationships,http://books.google.com/books/content?id=TMNpOQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1999,3.89
9780722540404,Mutant Message from Forever,Marlo Morgan,Aboriginal Australians,http://books.google.com/books/content?id=yREnAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,3.73
9780723247784,The Tale of Jemima Puddle-Duck,Beatrix Potter,Juvenile Nonfiction,http://books.google.com/books/content?id=fZiuvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.06
9780723247791,The Tale of The Flopsy Bunnies,Beatrix Potter,Juvenile Nonfiction,http://books.google.com/books/content?id=D2uQtkxjD9UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2010,4.19
9780723257639,The World of Peter Rabbit,Beatrix Potter,Juvenile Fiction,http://books.google.com/books/content?id=OY6YPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.63
9780723258056,A Journal,Beatrix Potter (Illustratorin),"Novelists, English",http://books.google.com/books/content?id=1HRFwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.34
9780727852663,The Dig,Alan Dean Foster;Sean Clark,Interplanetary voyages,,1997,3.4
9780727853417,Exit to Eden,Anne Rampling;Anne Rice,Photographers,http://books.google.com/books/content?id=NeI8PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.57
9780727861153,Desert Heat,Ja Jance;Judith A. Jance,Fiction,http://books.google.com/books/content?id=YDFDPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4
9780727862426,The Dark City,Max Allan Collins,Fiction,http://books.google.com/books/content?id=pu0SAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.87
9780735611313,Code,Charles Petzold,Computers,http://books.google.com/books/content?id=gYlQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2000,4.38
9780735617223,Writing Secure Code,Michael Howard;David LeBlanc,Computers,http://books.google.com/books/content?id=Uafp7m2wPcMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.01
9780735711020,Homepage Usability,Jakob Nielsen;Marie Tahir,Business enterprises,http://books.google.com/books/content?id=1vtSxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,3.72
9780736805995,"The Girlhood Diary of Louisa May Alcott, 1843-1846",Louisa May Alcott,Juvenile Nonfiction,http://books.google.com/books/content?id=_dP353QNgTkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2001,3.87
9780736903707,"Israel, My Beloved",Kay Arthur,Fiction,http://books.google.com/books/content?id=0FmemAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2001,4.17
9780736908160,Living with Passion and Purpose,Elizabeth George,Religion,http://books.google.com/books/content?id=Fjl_mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,3.96
9780736909525,The Rapture,Tim F. LaHaye,Religion,http://books.google.com/books/content?id=xUgNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1998,3.52
9780736910194,Life Management for Busy Women,Elizabeth George,Religion,http://books.google.com/books/content?id=OdeIjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2002,4.54
9780736910736,Simple Acts of Faith,Margaret Feinberg,Religion,http://books.google.com/books/content?id=hSnhJMi6TiQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,4.55
9780736911689,A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,Religion,http://books.google.com/books/content?id=dC5VswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2004,4.75
9780736913829,Loving God with All Your Mind,Elizabeth George,Religion,http://books.google.com/books/content?id=ZGHmmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.43
9780737000368,The Greenlander,Mark Adlard,Adventure stories,,1978,3.72
9780738206363,Perfectly Reasonable Deviations from the Beaten Track,Richard Phillips Feynman,Biography & Autobiography,http://books.google.com/books/content?id=HpgNSVS6fUYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2005,4.24
9780738511672,Middlesex Borough,,History,http://books.google.com/books/content?id=c7a7U-5CGzEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2003,5
9780738519388,Juneau and Sauk Counties,Jacqueline Ann;Sheila Zenk,History,http://books.google.com/books/content?id=gMZrK2qNGIEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2002,2.67
9780738528526,Sebastopol,Western Sonoma County Historical Society,History,http://books.google.com/books/content?id=AV7207YoIMMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2003,4.4
9780738539560,Lake Orion,James E. Ingram;Lori Grove,History,http://books.google.com/books/content?id=OioLW2Hq3sQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,5
9780738543390,Cypress Gardens,Mary M. Flekke;Sarah E. MacDonald;Randall M. MacDonald,History,http://books.google.com/books/content?id=RSgQH7YOoUAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,3
9780738544922,Center City Philadelphia in the 19th Century,The Print and Photograph Department of the Library Company of Philadelphia,History,http://books.google.com/books/content?id=svr39oWQq2MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,2006,4.44
9780738546780,Selections from the Oakland Tribune Archives,Annalee Allen,History,http://books.google.com/books/content?id=zuHQJTSS4JwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2006,3
9780738706122,Book of Nightmares,John Peel,Fiction,http://books.google.com/books/content?id=qTM7fXd9C7MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2005,4.11
9780739403457,Rincewind the Wizzard,Terry Pratchett,Discworld (Imaginary place),,1999,4.21
9780739409558,The Lord of the Rings,,"Baggins, Frodo (Fictitious character)",,2002,4.49
9780739410127,Hitchhiker's Trilogy,Douglas Adams,"Dent, Arthur (Fictitious character)",,2000,4.4
9780739412534,All the Pretty Horses,Cormac McCarthy,Americans,http://books.google.com/books/content?id=8LtotgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1992,3.98
9780739414392,The Chrestomanci Quartet,Diana Wynne Jones,Chrestomanci (Fictitious character),,2000,4.5
9780739422953,The Last Herald-mage,Mercedes Lackey,"Fantasy fiction, American",http://books.google.com/books/content?id=thWAtwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,1990,4.48
